angle_serv,id,angle,lenght
0.560546875,15,124.203125,3668.25
0.560546875,15,184.15625,1398.0
0.560546875,15,185.5,1400.0
0.560546875,15,186.875,1396.0
0.560546875,15,188.21875,1402.0
0.560546875,15,189.578125,1402.0
0.560546875,15,190.90625,1409.0
0.560546875,15,192.25,1412.75
0.560546875,15,193.65625,1420.75
0.560546875,15,194.953125,1424.5
0.560546875,15,196.3125,1433.75
0.560546875,15,197.6875,1446.75
0.560546875,15,199.015625,1448.0
0.560546875,15,200.40625,1459.0
0.560546875,15,201.734375,1466.0
0.560546875,15,203.109375,1482.25
0.560546875,15,204.390625,1499.5
0.560546875,15,205.8125,1479.0
0.560546875,15,207.125,1522.25
0.560546875,15,208.5,1507.75
0.560546875,15,209.9375,1404.0
0.560546875,15,211.3125,1342.5
0.560546875,15,212.765625,1283.25
0.560546875,15,214.140625,1226.25
0.560546875,15,215.5625,1138.0
0.560546875,15,216.96875,1115.5
0.560546875,14,218.296875,1125.5
0.560546875,15,219.640625,1143.75
0.560546875,15,221.015625,1154.25
0.560546875,15,222.328125,1185.0
0.560546875,8,228.953125,1362.0
0.560546875,15,231.890625,1192.5
0.560546875,15,233.21875,1191.25
0.560546875,8,237.28125,1174.0
0.560546875,15,241.453125,1108.0
0.560546875,14,253.875,976.0
0.560546875,8,257.921875,989.0
0.560546875,7,259.28125,987.5
0.560546875,15,262.5,2205.75
0.560546875,15,263.859375,2199.5
0.560546875,15,265.1875,2192.5
0.560546875,15,266.578125,2177.5
0.560546875,15,267.90625,2173.75
0.560546875,15,269.265625,2167.25
0.560546875,15,270.625,2167.25
0.560546875,15,272.015625,2162.75
0.560546875,15,273.359375,2161.5
0.560546875,15,274.71875,2157.25
0.560546875,15,276.0,2161.5
0.560546875,15,277.328125,2165.0
0.560546875,15,278.6875,2163.25
0.560546875,15,280.046875,2164.5
0.560546875,15,281.390625,2169.25
0.560546875,15,282.734375,2174.5
0.560546875,15,284.09375,2191.5
0.560546875,15,285.359375,2480.5
0.560546875,15,286.75,2349.0
0.560546875,15,288.09375,2377.25
0.560546875,15,289.421875,2401.0
0.560546875,15,290.78125,2417.5
0.560546875,15,292.140625,2431.0
0.560546875,15,293.453125,2464.25
0.560546875,15,294.8125,2488.5
0.560546875,15,296.140625,2507.0
0.560546875,15,297.5,2542.75
0.560546875,15,298.953125,2568.0
0.560546875,15,300.296875,2604.75
0.560546875,15,301.609375,2634.25
0.560546875,15,302.984375,2666.75
0.560546875,15,304.3125,2695.5
0.560546875,15,305.703125,2738.0
0.560546875,15,307.03125,2769.0
0.560546875,15,308.375,2725.5
0.560546875,15,309.78125,2627.5
0.560546875,15,311.140625,2553.5
0.560546875,15,312.5,2464.25
0.560546875,15,313.875,2396.25
0.560546875,15,315.25,2340.5
0.560546875,15,316.640625,2275.75
0.560546875,15,318.0,2214.75
0.560546875,15,319.359375,2160.75
0.560546875,15,320.71875,2113.5
0.560546875,15,322.09375,2065.5
0.560546875,15,323.515625,2018.5
0.560546875,15,324.90625,1975.75
0.560546875,15,326.25,1942.5
0.560546875,15,327.625,1905.0
0.560546875,15,329.015625,1869.25
0.560546875,15,330.40625,1840.75
0.560546875,15,331.796875,1806.75
0.560546875,15,333.09375,1782.75
0.560546875,15,334.515625,1768.25
0.560546875,15,335.859375,1734.75
0.560546875,15,337.25,1714.25
0.560546875,15,338.578125,1695.25
0.560546875,15,339.984375,1671.75
0.560546875,15,341.3125,1659.75
0.560546875,15,342.703125,1644.75
0.560546875,15,344.046875,1626.25
0.560546875,15,345.46875,1617.75
0.560546875,15,346.828125,1604.75
0.560546875,15,348.09375,1590.5
0.560546875,15,349.5,1578.0
0.560546875,15,350.84375,1567.75
1.703125,15,352.203125,1558.5
1.703125,15,353.59375,1553.25
1.703125,15,354.90625,1548.25
1.703125,15,356.3125,1539.25
1.703125,15,357.671875,1534.0
1.703125,15,358.96875,1533.75
1.703125,15,0.34375,1533.25
1.703125,15,1.671875,1530.5
1.703125,15,3.046875,1525.75
1.703125,15,4.421875,1528.0
1.703125,15,5.75,1524.0
1.703125,15,7.109375,1531.75
1.703125,15,8.484375,1531.5
1.703125,15,9.859375,1534.25
1.703125,15,11.21875,1537.5
1.703125,15,12.515625,1537.5
1.703125,15,13.90625,1545.5
1.703125,15,15.21875,1550.5
1.703125,15,16.59375,1556.0
1.703125,15,17.921875,1564.0
1.703125,15,19.296875,1570.0
1.703125,15,20.625,1586.75
1.703125,15,22.015625,1595.25
1.703125,15,23.359375,1611.5
1.703125,15,24.671875,1622.5
1.703125,15,26.03125,1634.75
1.703125,15,27.390625,1653.5
1.703125,15,28.734375,1665.0
1.703125,15,30.078125,1689.0
1.703125,15,31.421875,1700.75
1.703125,15,32.78125,1720.5
1.703125,15,34.078125,1754.25
1.703125,15,35.46875,1776.0
1.703125,15,36.859375,1802.0
1.703125,15,38.171875,1826.25
1.703125,15,39.546875,1858.25
1.703125,15,40.875,1884.0
1.703125,15,42.203125,1914.5
1.703125,15,43.5625,1951.25
1.703125,15,44.921875,1996.0
1.703125,15,46.296875,2027.0
1.703125,15,47.625,2076.75
1.703125,15,48.96875,2122.0
1.703125,15,50.28125,2171.5
1.703125,15,51.640625,2223.75
1.703125,15,53.0,2280.5
1.703125,15,54.328125,2345.5
1.703125,15,55.671875,2396.25
1.703125,15,57.015625,2467.0
1.703125,15,58.359375,2543.25
1.703125,15,59.703125,2639.5
1.703125,15,61.0625,2728.25
1.703125,15,62.421875,2826.0
1.703125,15,63.734375,2934.5
1.703125,15,65.078125,3074.5
1.703125,15,66.421875,3204.75
1.703125,15,67.75,3348.75
1.703125,15,69.09375,3528.0
1.703125,15,70.421875,3727.5
1.703125,15,71.765625,3900.25
1.703125,15,73.125,3915.75
1.703125,15,74.5,3864.0
1.703125,15,75.875,3835.25
1.703125,15,81.84375,314.25
1.703125,15,82.890625,299.0
1.703125,15,84.96875,287.25
1.703125,15,85.953125,276.75
1.703125,15,88.59375,268.5
1.703125,15,90.09375,260.75
1.703125,15,90.46875,254.25
1.703125,15,94.09375,248.0
1.703125,15,93.953125,242.75
1.703125,15,96.859375,288.25
1.703125,15,98.828125,284.75
1.703125,15,100.46875,280.5
1.703125,15,101.015625,279.0
1.703125,15,102.90625,277.0
1.703125,15,104.03125,271.5
1.703125,15,106.203125,268.5
1.703125,15,107.78125,267.75
1.703125,15,107.90625,267.0
1.703125,15,110.578125,267.25
1.703125,15,110.9375,266.25
1.703125,15,112.359375,265.0
1.703125,15,114.375,263.5
1.703125,15,115.0625,263.5
1.703125,15,116.5625,263.5
1.703125,15,118.703125,263.75
1.703125,15,120.078125,263.5
1.703125,15,121.171875,264.25
1.703125,15,121.515625,266.25
1.703125,15,125.140625,307.75
1.703125,15,126.171875,311.5
1.703125,15,127.859375,317.0
1.703125,15,129.484375,307.5
1.703125,15,130.5625,310.5
1.703125,15,131.625,318.0
1.703125,15,133.4375,314.75
1.703125,15,134.828125,317.0
1.703125,15,135.765625,320.75
1.703125,15,137.59375,299.25
1.703125,15,139.578125,294.75
1.703125,15,140.640625,298.0
1.703125,15,141.734375,284.25
1.703125,15,143.484375,266.25
1.703125,15,145.0625,251.25
1.703125,15,147.109375,239.75
1.703125,15,148.453125,231.0
1.703125,15,149.84375,225.0
1.703125,15,152.703125,220.75
1.703125,15,154.078125,218.25
1.703125,15,154.0625,219.5
1.703125,15,155.765625,221.5
1.703125,15,158.171875,226.0
1.703125,15,159.875,559.0
1.703125,15,161.109375,583.25
1.703125,15,162.328125,602.25
1.703125,15,163.546875,622.75
1.703125,15,164.8125,647.5
1.703125,15,165.359375,1056.0
1.703125,15,166.625,1140.75
1.703125,15,167.796875,1245.5
1.703125,15,169.109375,1330.25
1.703125,8,170.453125,1373.5
1.703125,15,171.78125,1433.25
1.703125,15,173.140625,1428.5
1.703125,15,174.515625,1417.25
1.703125,15,175.890625,1418.5
1.703125,15,177.21875,1407.0
1.703125,15,178.625,1403.75
1.703125,15,179.890625,1402.5
1.703125,15,181.28125,1411.0
1.703125,10,182.671875,1354.75
1.703125,12,184.03125,1355.25
1.703125,15,185.390625,1391.5
1.703125,15,186.703125,1397.75
1.703125,15,188.078125,1402.75
1.703125,15,189.46875,1403.75
1.703125,15,190.765625,1410.75
1.703125,15,192.140625,1416.0
1.703125,15,193.46875,1423.0
1.703125,15,194.890625,1424.5
1.703125,15,196.234375,1438.75
1.703125,15,197.578125,1443.75
