angle_serv,id,angle,lenght
0.47265625,15,343.515625,2217.5
0.47265625,15,344.890625,2202.25
0.47265625,15,346.25,2190.75
0.47265625,15,347.578125,2176.25
0.47265625,15,348.921875,2164.25
0.47265625,15,350.328125,2159.75
1.703125,15,351.65625,2159.5
1.703125,15,356.6875,342.75
1.703125,15,359.0625,304.0
1.703125,15,0.203125,299.0
1.703125,15,1.25,296.75
1.703125,15,2.875,296.5
1.703125,15,4.640625,299.5
1.703125,15,5.046875,309.75
1.703125,15,6.328125,318.0
1.703125,15,7.90625,324.75
1.703125,15,9.375,335.75
1.703125,15,14.84375,2200.0
1.703125,15,16.171875,2219.75
1.703125,15,17.5625,2231.5
1.703125,15,18.890625,2241.25
1.703125,15,20.265625,2277.25
1.703125,15,21.609375,2291.25
1.703125,15,22.984375,2304.75
1.703125,15,24.328125,2343.5
1.703125,15,25.71875,2360.25
1.703125,15,27.078125,2388.75
1.703125,15,28.40625,2433.25
1.703125,15,29.75,2454.25
1.703125,15,31.09375,2489.75
1.703125,15,32.484375,2538.5
1.703125,15,33.84375,2562.5
1.703125,15,35.234375,2601.0
1.703125,15,36.578125,2646.75
1.703125,15,37.953125,2691.25
1.703125,15,39.296875,2736.75
1.703125,15,40.65625,2807.25
1.703125,15,42.0,2863.75
1.703125,15,43.375,2919.0
1.703125,15,44.703125,3011.5
1.703125,15,46.0625,3058.5
1.703125,15,47.4375,3143.75
1.703125,15,48.765625,3233.25
1.703125,15,50.125,3328.75
1.703125,15,51.484375,3425.5
1.703125,15,52.84375,3544.5
1.703125,15,54.203125,3665.75
1.703125,15,55.5625,3785.75
1.703125,15,56.890625,3900.25
1.703125,15,58.25,4051.75
1.703125,15,59.671875,4206.0
1.703125,15,61.046875,4180.0
1.703125,15,62.421875,4125.75
1.703125,15,63.796875,4073.0
1.703125,15,65.1875,4002.25
1.703125,15,66.546875,3983.25
1.703125,15,67.90625,3942.75
1.703125,15,69.328125,3515.25
1.703125,15,70.71875,3480.5
1.703125,15,72.078125,3454.5
1.703125,15,73.46875,3434.25
1.703125,15,76.203125,3391.5
1.703125,15,77.578125,3357.0
1.703125,15,79.078125,2568.0
1.703125,15,80.4375,2483.5
1.703125,15,81.84375,2457.5
1.703125,15,83.109375,2449.75
1.703125,15,84.59375,2049.5
1.703125,15,85.921875,2071.75
1.703125,15,87.3125,2103.5
1.703125,15,88.5625,2433.25
1.703125,15,90.59375,1107.5
1.703125,15,92.078125,1074.5
1.703125,9,93.453125,1076.0
1.703125,10,94.734375,1109.75
1.703125,12,96.03125,1160.25
1.703125,9,97.390625,1180.75
1.703125,11,98.734375,1204.75
1.703125,10,100.078125,1224.25
1.703125,11,101.421875,1244.5
1.703125,10,102.765625,1269.0
1.703125,15,106.234375,2654.75
1.703125,7,107.984375,1670.25
1.703125,10,109.328125,1668.75
1.703125,15,110.53125,2225.5
1.703125,15,111.890625,2093.25
1.703125,15,113.34375,1973.25
1.703125,15,114.703125,1866.75
1.703125,15,116.140625,1780.0
1.703125,15,117.5625,1697.0
1.703125,15,118.921875,1625.75
1.703125,15,120.375,1562.25
1.703125,15,121.75,1496.75
1.703125,15,123.1875,1442.25
1.703125,15,124.609375,1390.25
1.703125,15,126.0,1343.75
1.703125,15,127.34375,1302.0
1.703125,15,128.78125,1259.0
1.703125,15,130.15625,1224.5
1.703125,15,131.6875,1190.0
1.703125,15,133.046875,1158.5
1.703125,15,134.4375,1132.25
1.703125,15,135.875,1106.25
1.703125,15,137.28125,1079.5
1.703125,15,138.6875,1053.75
1.703125,15,140.046875,1033.5
1.703125,15,141.4375,1013.0
1.703125,15,142.8125,994.25
1.703125,15,144.203125,974.5
1.703125,15,145.703125,961.5
1.703125,15,147.046875,941.75
1.703125,15,148.484375,927.0
1.703125,15,149.921875,913.0
1.703125,15,151.25,901.75
1.703125,15,152.578125,889.0
1.703125,15,154.046875,878.0
1.703125,15,155.5,867.25
1.703125,15,156.765625,860.75
1.703125,15,158.265625,848.25
1.703125,15,159.609375,843.75
1.703125,15,160.9375,836.25
1.703125,15,162.328125,829.25
1.703125,15,163.71875,824.25
1.703125,15,165.046875,815.0
1.703125,15,166.5,811.25
1.703125,15,167.796875,808.75
1.703125,15,169.28125,806.5
1.703125,15,170.5625,797.25
1.703125,15,172.046875,797.25
1.703125,15,173.390625,793.25
1.703125,15,174.734375,792.0
1.703125,15,176.09375,790.25
1.703125,15,177.453125,790.5
1.703125,15,178.890625,789.25
1.703125,15,180.078125,789.0
1.703125,15,181.546875,789.5
1.703125,15,182.828125,789.75
1.703125,15,184.3125,792.5
1.703125,15,185.671875,793.75
1.703125,15,186.90625,796.75
1.703125,15,188.25,798.5
1.703125,15,189.59375,803.0
1.703125,15,191.015625,807.5
1.703125,15,192.34375,812.75
1.703125,15,193.796875,816.0
1.703125,15,195.109375,822.25
1.703125,15,199.59375,396.0
1.703125,15,201.25,397.75
1.703125,15,202.453125,399.75
1.703125,15,204.015625,400.75
1.703125,15,205.109375,403.5
1.703125,15,206.625,405.75
1.703125,15,207.703125,410.25
1.703125,15,209.328125,411.5
1.703125,15,210.4375,414.25
1.703125,15,211.765625,417.5
1.703125,15,213.03125,421.75
1.703125,15,214.578125,424.75
1.703125,15,215.625,430.0
1.703125,15,217.109375,435.5
1.703125,15,218.25,442.25
1.703125,15,219.578125,449.0
1.703125,15,220.953125,457.5
1.703125,15,222.25,467.25
1.703125,9,226.515625,780.0
1.703125,15,228.0,753.0
1.703125,13,229.4375,735.75
1.703125,15,230.703125,735.25
1.703125,15,232.109375,708.75
1.703125,15,233.640625,690.25
1.703125,15,234.9375,688.5
1.703125,10,236.515625,657.0
1.703125,12,237.796875,650.75
1.703125,10,239.171875,655.0
1.703125,15,240.484375,693.75
1.703125,14,241.734375,720.75
1.703125,12,242.90625,756.0
1.703125,15,246.53125,993.5
1.703125,15,247.90625,984.5
1.703125,15,249.390625,974.0
1.703125,15,250.765625,966.5
1.703125,15,252.109375,958.0
1.703125,15,253.65625,871.0
1.703125,15,254.84375,940.0
1.703125,15,256.25,883.5
1.703125,15,257.703125,867.5
1.703125,15,259.015625,868.5
1.703125,10,260.40625,873.5
1.703125,15,261.65625,906.75
1.703125,15,263.0625,915.0
1.703125,15,264.421875,913.25
1.703125,14,265.828125,877.75
1.703125,15,267.140625,871.0
1.703125,15,268.484375,889.5
1.703125,15,269.921875,893.5
1.703125,15,284.625,279.25
1.703125,15,286.3125,279.25
1.703125,15,287.140625,278.25
1.703125,15,288.890625,261.25
1.703125,15,290.53125,250.25
1.703125,15,292.09375,246.25
1.703125,15,293.171875,252.0
1.703125,15,294.453125,259.75
1.703125,15,295.375,257.75
1.703125,15,298.484375,257.0
1.703125,15,299.375,258.0
1.703125,15,300.1875,259.0
1.703125,15,301.03125,260.25
1.703125,15,301.953125,264.25
1.703125,15,306.078125,292.5
1.703125,15,309.5625,3033.75
1.703125,15,310.890625,3087.0
1.703125,15,312.234375,3120.75
1.703125,15,313.640625,3046.0
1.703125,15,315.0,2986.75
1.703125,15,316.359375,2920.0
1.703125,15,317.734375,2857.5
1.703125,15,319.125,2785.75
1.703125,15,320.484375,2732.5
1.703125,15,321.875,2683.0
1.703125,15,323.296875,2635.5
1.703125,15,324.671875,2593.25
1.703125,15,326.046875,2551.25
