angle_serv,id,angle,lenght
0.6484375,15,107.578125,2567.5
0.6484375,15,109.015625,2388.75
0.6484375,15,110.40625,2243.0
0.6484375,15,111.828125,2109.25
0.6484375,15,113.203125,1987.75
0.6484375,15,114.640625,1885.5
0.6484375,15,116.0,1797.0
0.6484375,15,117.40625,1712.5
0.6484375,15,118.84375,1634.25
0.6484375,15,120.25,1560.75
0.6484375,15,121.671875,1495.0
0.6484375,15,123.0625,1438.25
0.6484375,15,124.5,1392.75
0.6484375,15,125.859375,1349.0
0.6484375,15,127.265625,1306.0
0.6484375,15,128.6875,1267.5
0.6484375,15,130.109375,1233.0
0.6484375,15,131.46875,1200.25
0.6484375,15,132.921875,1165.5
0.6484375,15,134.265625,1136.25
0.6484375,15,135.65625,1113.0
0.6484375,15,137.09375,1085.5
0.6484375,15,138.515625,1060.5
0.6484375,15,139.921875,1038.0
0.6484375,15,141.296875,1014.5
0.6484375,15,142.6875,995.25
0.6484375,15,147.390625,316.25
0.6484375,15,149.375,301.0
0.6484375,15,150.328125,292.0
0.6484375,9,152.109375,290.0
0.6484375,15,156.125,267.0
0.6484375,15,158.5625,270.25
0.6484375,15,159.515625,269.75
0.6484375,15,160.546875,269.75
0.6484375,15,161.421875,270.25
0.6484375,15,163.359375,270.75
0.6484375,15,164.6875,271.25
0.6484375,15,165.703125,272.25
0.6484375,15,167.25,271.0
0.6484375,12,168.078125,281.5
0.6484375,15,172.09375,296.0
0.6484375,15,173.234375,301.0
0.6484375,14,174.828125,442.25
0.6484375,15,175.9375,452.0
0.6484375,15,179.421875,538.75
0.6484375,15,180.484375,579.5
0.6484375,15,181.8125,632.25
0.6484375,15,183.015625,637.75
0.6484375,11,184.40625,647.25
0.6484375,10,185.640625,663.25
0.6484375,8,187.109375,670.5
0.6484375,7,188.46875,687.25
0.6484375,15,192.09375,812.0
0.6484375,15,197.0,387.0
0.6484375,15,198.46875,387.5
0.6484375,15,199.75,388.75
0.6484375,15,200.84375,390.5
0.6484375,15,202.4375,392.5
0.6484375,15,204.4375,340.75
0.6484375,15,205.734375,339.5
0.6484375,15,207.03125,332.0
0.6484375,15,208.328125,326.0
0.6484375,15,210.34375,311.75
0.6484375,15,211.78125,309.75
0.6484375,15,212.59375,305.0
0.6484375,15,214.265625,294.25
0.6484375,15,216.296875,299.5
0.6484375,15,217.03125,305.0
0.6484375,15,218.1875,303.25
0.6484375,15,219.875,301.0
0.6484375,15,221.109375,299.25
0.6484375,15,223.03125,299.5
0.6484375,15,223.90625,302.75
0.6484375,15,225.203125,307.0
0.6484375,15,226.15625,310.5
0.6484375,15,227.609375,312.0
0.6484375,15,229.109375,318.75
0.6484375,15,232.65625,342.0
0.6484375,15,234.40625,325.0
0.6484375,15,236.125,320.25
0.6484375,15,237.234375,317.75
0.6484375,15,238.71875,313.25
0.6484375,15,239.890625,308.0
0.6484375,15,241.59375,298.25
0.6484375,15,242.890625,287.0
0.6484375,15,245.140625,277.75
0.6484375,15,245.953125,269.75
0.6484375,15,248.03125,262.5
0.6484375,15,249.578125,255.75
0.6484375,15,251.5,249.5
0.6484375,15,253.96875,244.25
0.6484375,15,255.328125,239.25
0.6484375,15,254.90625,235.0
0.6484375,15,257.703125,231.0
0.6484375,15,259.40625,227.5
0.6484375,15,259.390625,224.25
0.6484375,15,262.125,221.5
0.6484375,15,262.28125,218.75
0.6484375,15,264.84375,216.75
0.6484375,15,266.203125,214.75
0.6484375,15,267.5625,213.5
0.6484375,15,268.921875,212.0
0.6484375,15,269.953125,211.5
0.6484375,15,270.609375,210.75
0.6484375,15,273.015625,210.25
0.6484375,15,274.375,210.25
0.6484375,15,275.734375,210.25
0.6484375,15,277.09375,211.0
0.6484375,15,278.453125,212.25
0.6484375,15,279.8125,214.25
0.6484375,15,279.140625,248.0
0.6484375,15,280.53125,249.0
0.6484375,15,281.71875,249.75
0.6484375,15,284.171875,249.5
0.6484375,15,286.109375,250.0
0.6484375,15,287.25,249.75
0.6484375,15,287.171875,250.5
0.6484375,15,290.46875,251.0
0.6484375,15,290.078125,251.5
0.6484375,15,292.75,252.0
0.6484375,15,293.5625,252.5
0.6484375,15,295.609375,253.75
0.6484375,15,296.59375,254.0
0.6484375,15,296.84375,255.0
0.6484375,15,299.03125,255.75
0.6484375,15,301.671875,282.25
0.6484375,15,302.9375,286.75
0.6484375,15,304.5625,293.25
0.6484375,15,305.359375,299.5
0.6484375,15,306.796875,305.5
0.6484375,15,308.046875,311.5
0.6484375,15,309.421875,321.0
0.6484375,15,314.65625,3058.5
0.6484375,15,316.015625,2930.5
0.6484375,15,317.40625,2864.5
0.6484375,15,318.765625,2799.25
0.6484375,15,320.140625,2747.5
0.6484375,15,321.53125,2697.5
0.6484375,15,322.96875,2651.25
0.6484375,15,324.34375,2600.25
0.6484375,15,325.703125,2565.0
0.6484375,15,327.078125,2520.25
0.6484375,15,328.4375,2481.75
0.6484375,15,329.828125,2448.0
0.6484375,15,331.1875,2416.5
0.6484375,15,332.578125,2388.25
0.6484375,15,333.921875,2365.5
0.6484375,15,335.3125,2343.5
0.6484375,15,336.703125,2312.5
0.6484375,15,342.109375,334.75
0.6484375,15,343.34375,320.0
0.6484375,15,344.796875,315.0
0.6484375,15,346.265625,315.5
0.6484375,15,347.65625,320.25
0.6484375,15,351.109375,338.5
0.6484375,15,352.296875,346.5
0.6484375,15,354.015625,345.75
1.87890625,15,355.5,346.0
1.87890625,15,356.546875,351.75
1.87890625,15,1.234375,2155.5
1.87890625,15,2.578125,2128.25
1.87890625,15,3.953125,2129.0
1.87890625,15,5.3125,2139.0
1.87890625,15,6.640625,2138.75
1.87890625,15,8.03125,2155.5
1.87890625,15,9.359375,2162.5
1.87890625,15,10.78125,2165.75
1.87890625,15,12.09375,2172.0
1.87890625,15,13.46875,2181.0
1.87890625,15,14.828125,2200.0
1.87890625,15,16.171875,2219.75
1.87890625,15,17.546875,2231.5
1.87890625,15,18.921875,2262.5
1.87890625,15,20.25,2272.5
1.87890625,15,21.625,2288.25
1.87890625,15,22.984375,2316.0
1.87890625,15,24.3125,2343.0
1.87890625,15,25.703125,2361.75
1.87890625,15,27.03125,2386.25
1.87890625,15,28.375,2415.0
1.87890625,15,29.734375,2449.25
1.87890625,15,31.078125,2485.75
1.87890625,15,32.46875,2525.5
1.87890625,15,33.796875,2562.0
1.87890625,15,35.21875,2601.0
1.87890625,15,36.5625,2633.5
1.87890625,15,37.9375,2694.75
1.87890625,15,39.296875,2738.75
1.87890625,15,40.640625,2788.0
1.87890625,15,42.0,2859.0
1.87890625,15,43.359375,2923.0
1.87890625,15,44.703125,3012.25
1.87890625,15,46.046875,3058.5
1.87890625,15,47.40625,3143.0
1.87890625,15,48.765625,3222.25
1.87890625,15,50.125,3312.0
1.87890625,15,51.453125,3416.75
1.87890625,15,52.828125,3548.0
1.87890625,15,54.171875,3662.0
1.87890625,15,55.53125,3780.5
1.87890625,15,56.890625,3894.5
1.87890625,15,58.25,4063.75
1.87890625,15,59.640625,4141.5
1.87890625,15,61.0,4170.25
1.87890625,15,62.375,4113.25
1.87890625,15,63.734375,4044.25
1.87890625,15,65.109375,4020.25
1.87890625,15,66.5,3971.5
1.87890625,15,67.84375,3937.0
1.87890625,15,69.21875,3903.0
1.87890625,15,70.59375,3871.0
1.87890625,15,71.984375,3844.75
1.87890625,15,73.34375,3809.75
1.87890625,15,74.703125,3783.25
1.87890625,15,76.09375,3630.25
1.87890625,15,77.453125,3605.0
1.87890625,15,78.828125,3581.25
1.87890625,15,80.203125,3544.5
1.87890625,15,81.546875,3697.0
1.87890625,15,82.859375,3692.0
1.87890625,15,84.21875,3683.25
1.87890625,15,85.578125,3678.25
1.87890625,15,86.9375,3677.0
1.87890625,15,88.296875,3678.25
1.87890625,15,89.671875,3674.5
1.87890625,15,91.046875,3672.0
1.87890625,15,92.40625,3672.0
1.87890625,15,94.6875,1058.75
1.87890625,13,96.109375,1059.25
1.87890625,15,97.453125,1063.0
1.87890625,15,98.765625,1072.5
1.87890625,13,100.171875,1083.0
1.87890625,9,101.5,1113.0
1.87890625,15,107.609375,2559.0
1.87890625,15,109.046875,2383.5
