angle_serv,id,angle,lenght
0.384765625,15,9.96875,2163.75
0.384765625,15,11.296875,2172.0
0.384765625,15,12.671875,2179.75
0.384765625,15,14.03125,2187.25
0.384765625,15,15.40625,2214.25
0.384765625,15,16.765625,2226.0
0.384765625,15,18.09375,2235.25
0.384765625,15,19.5,2266.25
0.384765625,15,20.828125,2283.0
0.384765625,15,22.171875,2298.0
0.384765625,15,23.53125,2332.0
0.384765625,15,24.875,2354.25
0.384765625,15,26.25,2381.0
0.384765625,15,27.625,2397.75
0.384765625,15,28.984375,2439.75
0.384765625,15,30.3125,2473.25
0.384765625,15,31.65625,2510.5
0.384765625,15,33.046875,2546.25
0.384765625,15,34.390625,2588.25
0.384765625,15,35.828125,2620.5
0.384765625,15,37.1875,2679.75
0.384765625,15,38.5625,2724.0
0.384765625,15,39.90625,2772.75
0.384765625,15,41.296875,2822.25
0.384765625,15,42.640625,2884.75
0.384765625,15,44.0,2946.75
0.384765625,15,45.34375,3033.0
0.384765625,15,46.703125,3120.75
0.384765625,15,48.0625,3196.0
0.384765625,15,49.40625,3274.25
0.384765625,15,50.78125,3385.0
0.384765625,15,52.125,3493.25
0.384765625,15,53.46875,3612.25
0.384765625,15,54.859375,3713.25
0.384765625,15,56.203125,3834.0
0.384765625,15,57.546875,3960.0
0.384765625,15,58.921875,4140.0
0.384765625,15,60.296875,4176.75
0.384765625,15,61.671875,4125.75
0.384765625,15,63.046875,4054.75
0.384765625,15,64.421875,3993.5
0.384765625,15,65.796875,3970.0
0.384765625,15,67.171875,3939.75
0.384765625,15,68.53125,3898.75
0.384765625,15,69.96875,3474.75
0.384765625,15,71.34375,3462.25
0.384765625,15,72.703125,3406.75
0.384765625,15,74.0625,3384.0
0.384765625,15,75.4375,3377.5
0.384765625,15,76.765625,3728.75
0.384765625,15,78.140625,3718.5
0.384765625,15,79.53125,3707.0
0.384765625,15,80.875,3695.75
0.384765625,15,82.25,3678.25
0.384765625,15,83.59375,3675.75
0.384765625,15,84.96875,3668.25
0.384765625,15,86.328125,3674.5
0.384765625,15,87.6875,3674.5
0.384765625,15,89.078125,3566.0
0.384765625,8,119.546875,398.25
0.384765625,15,121.03125,382.5
0.384765625,15,122.6875,379.0
0.384765625,15,123.984375,376.0
0.384765625,15,125.4375,375.0
0.384765625,15,127.015625,373.25
0.384765625,15,128.015625,371.5
0.384765625,15,129.609375,370.75
0.384765625,15,130.6875,374.5
0.384765625,15,132.28125,380.25
0.384765625,15,133.4375,384.75
0.384765625,15,134.78125,389.0
0.384765625,15,136.359375,398.0
0.384765625,15,137.6875,409.0
0.384765625,13,138.859375,419.5
0.384765625,15,140.828125,1020.25
0.384765625,15,142.234375,1002.75
