angle_serv,id,angle,lenght
0.560546875,15,28.84375,2420.75
0.560546875,15,30.1875,2455.25
0.560546875,15,31.515625,2492.0
0.560546875,15,32.890625,2528.5
0.560546875,15,34.25,2562.5
0.560546875,15,35.609375,2606.25
0.560546875,15,36.984375,2664.75
0.560546875,15,38.328125,2697.5
0.560546875,15,39.671875,2747.5
0.560546875,15,41.046875,2812.5
0.560546875,15,42.375,2872.25
0.560546875,15,43.71875,2949.25
0.560546875,15,45.09375,3013.0
0.560546875,15,46.4375,3093.25
0.560546875,15,47.78125,3151.25
0.560546875,15,49.109375,3253.0
0.560546875,15,50.453125,3339.25
0.560546875,15,51.8125,3430.0
0.560546875,15,53.171875,3568.25
0.560546875,15,54.515625,3664.5
0.560546875,15,55.859375,3793.75
0.560546875,15,57.1875,3910.0
0.560546875,15,58.59375,4054.75
0.560546875,15,59.921875,4257.25
0.560546875,15,61.296875,4184.75
0.560546875,15,62.65625,4130.5
0.560546875,15,64.03125,4085.25
0.560546875,15,65.390625,4011.25
0.560546875,15,66.765625,3989.0
0.560546875,15,68.125,3945.5
0.560546875,15,69.53125,3521.0
0.560546875,15,70.875,3844.75
0.560546875,13,72.234375,3504.75
0.560546875,15,73.625,3443.25
0.560546875,14,74.875,4593.5
0.560546875,15,76.328125,3402.5
0.560546875,15,77.671875,3677.0
0.560546875,15,79.0625,3362.5
0.560546875,15,146.875,968.25
0.560546875,15,148.25,934.5
0.560546875,15,149.71875,919.0
0.560546875,15,151.015625,903.0
0.560546875,15,152.421875,891.25
0.560546875,15,153.859375,879.75
0.560546875,15,155.15625,873.75
0.560546875,15,156.640625,864.5
0.560546875,15,158.015625,852.5
0.560546875,15,159.359375,844.75
0.560546875,15,160.75,836.0
0.560546875,15,162.1875,831.5
0.560546875,15,163.578125,823.25
0.560546875,15,164.859375,816.75
0.560546875,15,166.375,812.75
0.560546875,15,167.71875,808.25
0.560546875,15,169.0,803.25
0.560546875,15,170.4375,799.5
0.560546875,15,171.734375,794.75
0.560546875,15,173.1875,794.75
0.560546875,15,174.515625,792.75
0.560546875,15,175.9375,789.75
0.560546875,15,177.3125,789.5
0.560546875,15,178.578125,789.25
0.560546875,15,179.953125,785.5
0.560546875,15,181.40625,789.75
0.560546875,15,182.765625,791.5
0.560546875,15,184.109375,791.75
0.560546875,15,185.40625,793.25
0.560546875,15,186.828125,796.25
0.560546875,15,188.15625,806.5
0.560546875,15,292.0,2287.75
0.560546875,15,293.359375,2314.0
0.560546875,15,294.640625,2503.5
0.560546875,15,296.015625,2525.0
0.560546875,15,297.34375,2573.0
0.560546875,15,298.765625,2612.5
0.560546875,15,300.09375,2652.0
0.560546875,15,301.453125,2699.5
0.560546875,15,302.78125,2746.75
0.560546875,15,304.15625,2776.25
0.560546875,15,305.5,2836.0
0.560546875,15,306.859375,2885.5
0.560546875,15,308.203125,2940.25
0.560546875,15,309.5625,3000.25
0.560546875,15,310.90625,3078.0
0.560546875,15,312.265625,3125.25
0.560546875,15,313.640625,3057.5
0.560546875,15,315.015625,3013.0
0.560546875,15,316.359375,2920.75
0.560546875,15,317.734375,2863.0
0.560546875,15,319.125,2791.75
0.560546875,15,320.515625,2738.0
0.560546875,15,321.84375,2688.0
0.560546875,15,323.25,2631.5
0.560546875,15,324.625,2599.0
0.560546875,15,326.0,2558.25
0.560546875,15,327.359375,2516.75
0.560546875,15,328.703125,2472.75
0.560546875,15,330.09375,2444.25
0.560546875,15,331.46875,2409.5
0.560546875,15,332.859375,2383.0
0.560546875,15,334.1875,2365.5
0.560546875,15,335.5625,2333.5
0.560546875,15,336.96875,2301.25
0.560546875,15,338.3125,2282.5
0.560546875,15,339.6875,2271.0
0.560546875,15,341.015625,2238.5
0.560546875,15,342.375,2225.25
0.560546875,15,343.78125,2207.5
0.560546875,15,345.140625,2199.5
0.560546875,15,346.5,2178.0
0.560546875,15,347.796875,2171.0
0.560546875,15,349.140625,2161.25
0.560546875,15,350.53125,2158.5
